FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2021-12-10 04:22:28,33.93911,67.709953,157585,7321,,,Afghanistan,404.8079007528217,4.6457467398546815
,,,Albania,2021-12-10 04:22:28,41.1533,20.1683,202863,3128,,,Albania,7049.239002015428,1.5419273105494842
,,,Algeria,2021-12-10 04:22:28,28.0339,1.6596,212224,6126,,,Algeria,483.96568355284046,2.886572677925211
,,,Andorra,2021-12-10 04:22:28,42.5063,1.5218,19272,133,,,Andorra,24942.729567074355,0.6901203819012038
,,,Angola,2021-12-10 04:22:28,-11.2027,17.8739,65346,1736,,,Angola,198.82391271196352,2.6566277966516694
,,,Antigua and Barbuda,2021-12-10 04:22:28,17.0608,-61.7964,4151,117,,,Antigua and Barbuda,4238.828527081121,2.8185979282100697
,,,Argentina,2021-12-10 04:22:28,-38.4161,-63.6167,5350867,116719,,,Argentina,11839.3074645005,2.1813100568562067
,,,Armenia,2021-12-10 04:22:28,40.0691,45.0382,341768,7747,,,Armenia,11533.614962571299,2.266742351536715
,,Australian Capital Territory,Australia,2021-12-10 04:22:28,-35.4735,149.0124,2179,15,,,"Australian Capital Territory, Australia",508.9932258818033,0.6883891693437356
,,New South Wales,Australia,2021-12-10 04:22:28,-33.8688,151.2093,84895,634,,,"New South Wales, Australia",1045.7625030795762,0.7468048766122858
,,Northern Territory,Australia,2021-12-10 04:22:28,-12.4634,130.8456,306,1,,,"Northern Territory, Australia",124.5928338762215,0.32679738562091504
,,Queensland,Australia,2021-12-10 04:22:28,-27.4698,153.0251,2165,7,,,"Queensland, Australia",42.3223536311211,0.3233256351039261
,,South Australia,Australia,2021-12-10 04:22:28,-34.9285,138.6007,983,4,,,"South Australia, Australia",55.96356390549388,0.4069175991861648
,,Tasmania,Australia,2021-12-10 04:22:28,-42.8821,147.3272,240,13,,,"Tasmania, Australia",44.817927170868344,5.416666666666667
,,Victoria,Australia,2021-12-10 04:22:28,-37.8136,144.9631,133734,1401,,,"Victoria, Australia",2017.1344967495738,1.047601956121854
,,Western Australia,Australia,2021-12-10 04:22:28,-31.9505,115.8605,1123,9,,,"Western Australia, Australia",42.689880635596445,0.8014247551202137
,,,Austria,2021-12-10 04:22:28,47.5162,14.5501,1217436,13011,,,Austria,13517.454254752176,1.0687214769400608
,,,Azerbaijan,2021-12-10 04:22:28,40.1431,47.5769,601028,8038,,,Azerbaijan,5927.780120177431,1.3373752969911552
,,,Bahamas,2021-12-10 04:22:28,25.025885,-78.035889,22859,705,,,Bahamas,5812.871266986736,3.0841244148912903
,,,Bahrain,2021-12-10 04:22:28,26.0275,50.55,277964,1394,,,Bahrain,16335.612191706194,0.5015037918579385
