dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
29/07/2021,29,7,2021,528,3,Austria,AT,AUT,8901064,Europe
28/07/2021,28,7,2021,404,4,Austria,AT,AUT,8901064,Europe
27/07/2021,27,7,2021,291,3,Austria,AT,AUT,8901064,Europe
26/07/2021,26,7,2021,323,0,Austria,AT,AUT,8901064,Europe
25/07/2021,25,7,2021,368,0,Austria,AT,AUT,8901064,Europe
24/07/2021,24,7,2021,406,1,Austria,AT,AUT,8901064,Europe
23/07/2021,23,7,2021,463,0,Austria,AT,AUT,8901064,Europe
22/07/2021,22,7,2021,400,2,Austria,AT,AUT,8901064,Europe
21/07/2021,21,7,2021,306,0,Austria,AT,AUT,8901064,Europe
20/07/2021,20,7,2021,248,0,Austria,AT,AUT,8901064,Europe
19/07/2021,19,7,2021,325,0,Austria,AT,AUT,8901064,Europe
18/07/2021,18,7,2021,466,0,Austria,AT,AUT,8901064,Europe
17/07/2021,17,7,2021,328,1,Austria,AT,AUT,8901064,Europe
16/07/2021,16,7,2021,310,2,Austria,AT,AUT,8901064,Europe
15/07/2021,15,7,2021,268,4,Austria,AT,AUT,8901064,Europe
14/07/2021,14,7,2021,283,1,Austria,AT,AUT,8901064,Europe
13/07/2021,13,7,2021,87,1,Austria,AT,AUT,8901064,Europe
12/07/2021,12,7,2021,156,0,Austria,AT,AUT,8901064,Europe
11/07/2021,11,7,2021,25,1,Austria,AT,AUT,8901064,Europe
10/07/2021,10,7,2021,117,1,Austria,AT,AUT,8901064,Europe
09/07/2021,9,7,2021,130,3,Austria,AT,AUT,8901064,Europe
08/07/2021,8,7,2021,111,3,Austria,AT,AUT,8901064,Europe
07/07/2021,7,7,2021,90,2,Austria,AT,AUT,8901064,Europe
06/07/2021,6,7,2021,45,10,Austria,AT,AUT,8901064,Europe
05/07/2021,5,7,2021,73,0,Austria,AT,AUT,8901064,Europe
04/07/2021,4,7,2021,145,2,Austria,AT,AUT,8901064,Europe
03/07/2021,3,7,2021,163,8,Austria,AT,AUT,8901064,Europe
02/07/2021,2,7,2021,55,2,Austria,AT,AUT,8901064,Europe
01/07/2021,1,7,2021,36,1,Austria,AT,AUT,8901064,Europe
30/06/2021,30,6,2021,100,2,Austria,AT,AUT,8901064,Europe
29/06/2021,29,6,2021,75,6,Austria,AT,AUT,8901064,Europe
28/06/2021,28,6,2021,67,2,Austria,AT,AUT,8901064,Europe
27/06/2021,27,6,2021,129,3,Austria,AT,AUT,8901064,Europe
26/06/2021,26,6,2021,115,27,Austria,AT,AUT,8901064,Europe
25/06/2021,25,6,2021,101,4,Austria,AT,AUT,8901064,Europe
24/06/2021,24,6,2021,121,12,Austria,AT,AUT,8901064,Europe
23/06/2021,23,6,2021,108,4,Austria,AT,AUT,8901064,Europe
22/06/2021,22,6,2021,118,2,Austria,AT,AUT,8901064,Europe
21/06/2021,21,6,2021,109,0,Austria,AT,AUT,8901064,Europe
20/06/2021,20,6,2021,149,1,Austria,AT,AUT,8901064,Europe
19/06/2021,19,6,2021,132,1,Austria,AT,AUT,8901064,Europe
18/06/2021,18,6,2021,171,3,Austria,AT,AUT,8901064,Europe
17/06/2021,17,6,2021,181,5,Austria,AT,AUT,8901064,Europe
16/06/2021,16,6,2021,-171,6,Austria,AT,AUT,8901064,Europe
15/06/2021,15,6,2021,64,2,Austria,AT,AUT,8901064,Europe
14/06/2021,14,6,2021,216,3,Austria,AT,AUT,8901064,Europe
13/06/2021,13,6,2021,214,2,Austria,AT,AUT,8901064,Europe
12/06/2021,12,6,2021,234,4,Austria,AT,AUT,8901064,Europe
11/06/2021,11,6,2021,262,2,Austria,AT,AUT,8901064,Europe
10/06/2021,10,6,2021,328,0,Austria,AT,AUT,8901064,Europe
09/06/2021,9,6,2021,280,5,Austria,AT,AUT,8901064,Europe
08/06/2021,8,6,2021,259,7,Austria,AT,AUT,8901064,Europe
07/06/2021,7,6,2021,355,3,Austria,AT,AUT,8901064,Europe
06/06/2021,6,6,2021,304,3,Austria,AT,AUT,8901064,Europe
05/06/2021,5,6,2021,286,2,Austria,AT,AUT,8901064,Europe
04/06/2021,4,6,2021,323,7,Austria,AT,AUT,8901064,Europe
03/06/2021,3,6,2021,472,6,Austria,AT,AUT,8901064,Europe
02/06/2021,2,6,2021,364,4,Austria,AT,AUT,8901064,Europe
01/06/2021,1,6,2021,152,12,Austria,AT,AUT,8901064,Europe
31/05/2021,31,5,2021,366,5,Austria,AT,AUT,8901064,Europe
30/05/2021,30,5,2021,570,6,Austria,AT,AUT,8901064,Europe
29/05/2021,29,5,2021,538,11,Austria,AT,AUT,8901064,Europe
28/05/2021,28,5,2021,639,4,Austria,AT,AUT,8901064,Europe
27/05/2021,27,5,2021,405,19,Austria,AT,AUT,8901064,Europe
26/05/2021,26,5,2021,287,8,Austria,AT,AUT,8901064,Europe
25/05/2021,25,5,2021,342,3,Austria,AT,AUT,8901064,Europe
24/05/2021,24,5,2021,520,3,Austria,AT,AUT,8901064,Europe
23/05/2021,23,5,2021,626,8,Austria,AT,AUT,8901064,Europe
22/05/2021,22,5,2021,671,12,Austria,AT,AUT,8901064,Europe
21/05/2021,21,5,2021,603,8,Austria,AT,AUT,8901064,Europe
20/05/2021,20,5,2021,866,13,Austria,AT,AUT,8901064,Europe
19/05/2021,19,5,2021,630,11,Austria,AT,AUT,8901064,Europe
18/05/2021,18,5,2021,391,15,Austria,AT,AUT,8901064,Europe
17/05/2021,17,5,2021,676,6,Austria,AT,AUT,8901064,Europe
16/05/2021,16,5,2021,684,12,Austria,AT,AUT,8901064,Europe
15/05/2021,15,5,2021,721,14,Austria,AT,AUT,8901064,Europe
14/05/2021,14,5,2021,1100,11,Austria,AT,AUT,8901064,Europe
13/05/2021,13,5,2021,1179,14,Austria,AT,AUT,8901064,Europe
12/05/2021,12,5,2021,968,19,Austria,AT,AUT,8901064,Europe
11/05/2021,11,5,2021,670,16,Austria,AT,AUT,8901064,Europe
10/05/2021,10,5,2021,1009,11,Austria,AT,AUT,8901064,Europe
09/05/2021,9,5,2021,1251,14,Austria,AT,AUT,8901064,Europe
08/05/2021,8,5,2021,1383,23,Austria,AT,AUT,8901064,Europe
07/05/2021,7,5,2021,1220,8,Austria,AT,AUT,8901064,Europe
06/05/2021,6,5,2021,1682,26,Austria,AT,AUT,8901064,Europe
05/05/2021,5,5,2021,1297,25,Austria,AT,AUT,8901064,Europe
04/05/2021,4,5,2021,888,25,Austria,AT,AUT,8901064,Europe
03/05/2021,3,5,2021,1732,11,Austria,AT,AUT,8901064,Europe
02/05/2021,2,5,2021,1655,16,Austria,AT,AUT,8901064,Europe
01/05/2021,1,5,2021,2231,26,Austria,AT,AUT,8901064,Europe
30/04/2021,30,4,2021,1995,33,Austria,AT,AUT,8901064,Europe
29/04/2021,29,4,2021,2286,29,Austria,AT,AUT,8901064,Europe
28/04/2021,28,4,2021,1557,20,Austria,AT,AUT,8901064,Europe
27/04/2021,27,4,2021,1380,22,Austria,AT,AUT,8901064,Europe
26/04/2021,26,4,2021,2091,11,Austria,AT,AUT,8901064,Europe
25/04/2021,25,4,2021,2231,15,Austria,AT,AUT,8901064,Europe
24/04/2021,24,4,2021,2407,32,Austria,AT,AUT,8901064,Europe
23/04/2021,23,4,2021,2347,25,Austria,AT,AUT,8901064,Europe
22/04/2021,22,4,2021,2377,40,Austria,AT,AUT,8901064,Europe
21/04/2021,21,4,2021,2005,27,Austria,AT,AUT,8901064,Europe
20/04/2021,20,4,2021,1792,32,Austria,AT,AUT,8901064,Europe
19/04/2021,19,4,2021,2159,34,Austria,AT,AUT,8901064,Europe
18/04/2021,18,4,2021,2591,23,Austria,AT,AUT,8901064,Europe
17/04/2021,17,4,2021,2348,30,Austria,AT,AUT,8901064,Europe
16/04/2021,16,4,2021,2561,33,Austria,AT,AUT,8901064,Europe
15/04/2021,15,4,2021,2855,31,Austria,AT,AUT,8901064,Europe
14/04/2021,14,4,2021,2032,51,Austria,AT,AUT,8901064,Europe
13/04/2021,13,4,2021,1770,37,Austria,AT,AUT,8901064,Europe
12/04/2021,12,4,2021,2139,18,Austria,AT,AUT,8901064,Europe
11/04/2021,11,4,2021,3559,27,Austria,AT,AUT,8901064,Europe
10/04/2021,10,4,2021,2432,34,Austria,AT,AUT,8901064,Europe
09/04/2021,9,4,2021,3052,36,Austria,AT,AUT,8901064,Europe
08/04/2021,8,4,2021,3006,46,Austria,AT,AUT,8901064,Europe
07/04/2021,7,4,2021,2077,35,Austria,AT,AUT,8901064,Europe
06/04/2021,6,4,2021,2268,26,Austria,AT,AUT,8901064,Europe
05/04/2021,5,4,2021,2915,24,Austria,AT,AUT,8901064,Europe
04/04/2021,4,4,2021,3693,23,Austria,AT,AUT,8901064,Europe
03/04/2021,3,4,2021,3077,33,Austria,AT,AUT,8901064,Europe
02/04/2021,2,4,2021,3058,23,Austria,AT,AUT,8901064,Europe
01/04/2021,1,4,2021,3107,28,Austria,AT,AUT,8901064,Europe
31/03/2021,31,3,2021,2810,28,Austria,AT,AUT,8901064,Europe
30/03/2021,30,3,2021,3240,24,Austria,AT,AUT,8901064,Europe
29/03/2021,29,3,2021,2667,11,Austria,AT,AUT,8901064,Europe
28/03/2021,28,3,2021,3896,27,Austria,AT,AUT,8901064,Europe
27/03/2021,27,3,2021,3487,24,Austria,AT,AUT,8901064,Europe
26/03/2021,26,3,2021,3516,16,Austria,AT,AUT,8901064,Europe
25/03/2021,25,3,2021,3262,29,Austria,AT,AUT,8901064,Europe
24/03/2021,24,3,2021,2715,40,Austria,AT,AUT,8901064,Europe
23/03/2021,23,3,2021,2306,23,Austria,AT,AUT,8901064,Europe
22/03/2021,22,3,2021,2918,19,Austria,AT,AUT,8901064,Europe
21/03/2021,21,3,2021,4051,22,Austria,AT,AUT,8901064,Europe
20/03/2021,20,3,2021,3304,15,Austria,AT,AUT,8901064,Europe
19/03/2021,19,3,2021,3507,33,Austria,AT,AUT,8901064,Europe
18/03/2021,18,3,2021,2814,33,Austria,AT,AUT,8901064,Europe
17/03/2021,17,3,2021,2487,23,Austria,AT,AUT,8901064,Europe
16/03/2021,16,3,2021,1910,22,Austria,AT,AUT,8901064,Europe
15/03/2021,15,3,2021,2664,17,Austria,AT,AUT,8901064,Europe
14/03/2021,14,3,2021,3325,17,Austria,AT,AUT,8901064,Europe
13/03/2021,13,3,2021,3009,23,Austria,AT,AUT,8901064,Europe
12/03/2021,12,3,2021,2847,18,Austria,AT,AUT,8901064,Europe
11/03/2021,11,3,2021,2847,12,Austria,AT,AUT,8901064,Europe
10/03/2021,10,3,2021,2194,21,Austria,AT,AUT,8901064,Europe
09/03/2021,9,3,2021,1965,23,Austria,AT,AUT,8901064,Europe
08/03/2021,8,3,2021,2281,9,Austria,AT,AUT,8901064,Europe
07/03/2021,7,3,2021,2846,16,Austria,AT,AUT,8901064,Europe
06/03/2021,6,3,2021,2319,24,Austria,AT,AUT,8901064,Europe
05/03/2021,5,3,2021,2691,19,Austria,AT,AUT,8901064,Europe
04/03/2021,4,3,2021,2497,14,Austria,AT,AUT,8901064,Europe
03/03/2021,3,3,2021,1926,17,Austria,AT,AUT,8901064,Europe
02/03/2021,2,3,2021,1148,25,Austria,AT,AUT,8901064,Europe
01/03/2021,1,3,2021,456112,8414,Austria,AT,AUT,8901064,Europe
29/07/2021,29,7,2021,0,0,Belgium,BE,BEL,11522440,Europe
28/07/2021,28,7,2021,1,0,Belgium,BE,BEL,11522440,Europe
27/07/2021,27,7,2021,860,2,Belgium,BE,BEL,11522440,Europe
26/07/2021,26,7,2021,2072,1,Belgium,BE,BEL,11522440,Europe
25/07/2021,25,7,2021,769,2,Belgium,BE,BEL,11522440,Europe
24/07/2021,24,7,2021,1148,3,Belgium,BE,BEL,11522440,Europe
23/07/2021,23,7,2021,1642,2,Belgium,BE,BEL,11522440,Europe
22/07/2021,22,7,2021,1898,4,Belgium,BE,BEL,11522440,Europe
21/07/2021,21,7,2021,787,3,Belgium,BE,BEL,11522440,Europe
20/07/2021,20,7,2021,1940,0,Belgium,BE,BEL,11522440,Europe
19/07/2021,19,7,2021,2121,0,Belgium,BE,BEL,11522440,Europe
18/07/2021,18,7,2021,836,2,Belgium,BE,BEL,11522440,Europe
17/07/2021,17,7,2021,1100,0,Belgium,BE,BEL,11522440,Europe
16/07/2021,16,7,2021,1561,2,Belgium,BE,BEL,11522440,Europe
15/07/2021,15,7,2021,1379,2,Belgium,BE,BEL,11522440,Europe
14/07/2021,14,7,2021,1443,1,Belgium,BE,BEL,11522440,Europe
13/07/2021,13,7,2021,1427,0,Belgium,BE,BEL,11522440,Europe
12/07/2021,12,7,2021,1754,2,Belgium,BE,BEL,11522440,Europe
11/07/2021,11,7,2021,778,0,Belgium,BE,BEL,11522440,Europe
10/07/2021,10,7,2021,1004,5,Belgium,BE,BEL,11522440,Europe
09/07/2021,9,7,2021,1285,2,Belgium,BE,BEL,11522440,Europe
08/07/2021,8,7,2021,1225,2,Belgium,BE,BEL,11522440,Europe
07/07/2021,7,7,2021,1169,0,Belgium,BE,BEL,11522440,Europe
06/07/2021,6,7,2021,1041,1,Belgium,BE,BEL,11522440,Europe
05/07/2021,5,7,2021,985,3,Belgium,BE,BEL,11522440,Europe
04/07/2021,4,7,2021,365,2,Belgium,BE,BEL,11522440,Europe
03/07/2021,3,7,2021,515,3,Belgium,BE,BEL,11522440,Europe
02/07/2021,2,7,2021,721,3,Belgium,BE,BEL,11522440,Europe
01/07/2021,1,7,2021,672,5,Belgium,BE,BEL,11522440,Europe
30/06/2021,30,6,2021,625,2,Belgium,BE,BEL,11522440,Europe
29/06/2021,29,6,2021,565,5,Belgium,BE,BEL,11522440,Europe
28/06/2021,28,6,2021,603,2,Belgium,BE,BEL,11522440,Europe
27/06/2021,27,6,2021,187,3,Belgium,BE,BEL,11522440,Europe
26/06/2021,26,6,2021,258,2,Belgium,BE,BEL,11522440,Europe
25/06/2021,25,6,2021,396,5,Belgium,BE,BEL,11522440,Europe
24/06/2021,24,6,2021,343,5,Belgium,BE,BEL,11522440,Europe
23/06/2021,23,6,2021,397,5,Belgium,BE,BEL,11522440,Europe
22/06/2021,22,6,2021,373,3,Belgium,BE,BEL,11522440,Europe
21/06/2021,21,6,2021,485,5,Belgium,BE,BEL,11522440,Europe
20/06/2021,20,6,2021,135,3,Belgium,BE,BEL,11522440,Europe
19/06/2021,19,6,2021,275,6,Belgium,BE,BEL,11522440,Europe
18/06/2021,18,6,2021,426,9,Belgium,BE,BEL,11522440,Europe
17/06/2021,17,6,2021,450,7,Belgium,BE,BEL,11522440,Europe
16/06/2021,16,6,2021,422,6,Belgium,BE,BEL,11522440,Europe
15/06/2021,15,6,2021,540,6,Belgium,BE,BEL,11522440,Europe
14/06/2021,14,6,2021,767,5,Belgium,BE,BEL,11522440,Europe
13/06/2021,13,6,2021,209,4,Belgium,BE,BEL,11522440,Europe
12/06/2021,12,6,2021,391,6,Belgium,BE,BEL,11522440,Europe
11/06/2021,11,6,2021,781,9,Belgium,BE,BEL,11522440,Europe
10/06/2021,10,6,2021,764,7,Belgium,BE,BEL,11522440,Europe
09/06/2021,9,6,2021,842,6,Belgium,BE,BEL,11522440,Europe
08/06/2021,8,6,2021,1041,13,Belgium,BE,BEL,11522440,Europe
07/06/2021,7,6,2021,1235,5,Belgium,BE,BEL,11522440,Europe
06/06/2021,6,6,2021,397,7,Belgium,BE,BEL,11522440,Europe
05/06/2021,5,6,2021,650,13,Belgium,BE,BEL,11522440,Europe
04/06/2021,4,6,2021,1351,10,Belgium,BE,BEL,11522440,Europe
03/06/2021,3,6,2021,1472,15,Belgium,BE,BEL,11522440,Europe
02/06/2021,2,6,2021,1501,16,Belgium,BE,BEL,11522440,Europe
01/06/2021,1,6,2021,1692,11,Belgium,BE,BEL,11522440,Europe
31/05/2021,31,5,2021,2040,14,Belgium,BE,BEL,11522440,Europe
30/05/2021,30,5,2021,605,18,Belgium,BE,BEL,11522440,Europe
29/05/2021,29,5,2021,1118,16,Belgium,BE,BEL,11522440,Europe
28/05/2021,28,5,2021,2022,11,Belgium,BE,BEL,11522440,Europe
27/05/2021,27,5,2021,2216,6,Belgium,BE,BEL,11522440,Europe
26/05/2021,26,5,2021,2538,14,Belgium,BE,BEL,11522440,Europe
25/05/2021,25,5,2021,2790,16,Belgium,BE,BEL,11522440,Europe
24/05/2021,24,5,2021,901,19,Belgium,BE,BEL,11522440,Europe
23/05/2021,23,5,2021,785,11,Belgium,BE,BEL,11522440,Europe
22/05/2021,22,5,2021,1448,18,Belgium,BE,BEL,11522440,Europe
21/05/2021,21,5,2021,2473,18,Belgium,BE,BEL,11522440,Europe
20/05/2021,20,5,2021,2445,16,Belgium,BE,BEL,11522440,Europe
19/05/2021,19,5,2021,3180,25,Belgium,BE,BEL,11522440,Europe
18/05/2021,18,5,2021,3296,17,Belgium,BE,BEL,11522440,Europe
17/05/2021,17,5,2021,3633,24,Belgium,BE,BEL,11522440,Europe
16/05/2021,16,5,2021,765,17,Belgium,BE,BEL,11522440,Europe
15/05/2021,15,5,2021,1286,22,Belgium,BE,BEL,11522440,Europe
14/05/2021,14,5,2021,2603,20,Belgium,BE,BEL,11522440,Europe
13/05/2021,13,5,2021,955,21,Belgium,BE,BEL,11522440,Europe
12/05/2021,12,5,2021,2834,19,Belgium,BE,BEL,11522440,Europe
11/05/2021,11,5,2021,3032,17,Belgium,BE,BEL,11522440,Europe
10/05/2021,10,5,2021,3401,28,Belgium,BE,BEL,11522440,Europe
09/05/2021,9,5,2021,877,32,Belgium,BE,BEL,11522440,Europe
08/05/2021,8,5,2021,1738,42,Belgium,BE,BEL,11522440,Europe
07/05/2021,7,5,2021,3346,26,Belgium,BE,BEL,11522440,Europe
06/05/2021,6,5,2021,3538,38,Belgium,BE,BEL,11522440,Europe
05/05/2021,5,5,2021,3654,38,Belgium,BE,BEL,11522440,Europe
04/05/2021,4,5,2021,3683,40,Belgium,BE,BEL,11522440,Europe
03/05/2021,3,5,2021,4372,43,Belgium,BE,BEL,11522440,Europe
02/05/2021,2,5,2021,1156,34,Belgium,BE,BEL,11522440,Europe
01/05/2021,1,5,2021,1350,28,Belgium,BE,BEL,11522440,Europe
30/04/2021,30,4,2021,3517,33,Belgium,BE,BEL,11522440,Europe
29/04/2021,29,4,2021,3390,46,Belgium,BE,BEL,11522440,Europe
28/04/2021,28,4,2021,3481,49,Belgium,BE,BEL,11522440,Europe
27/04/2021,27,4,2021,3804,26,Belgium,BE,BEL,11522440,Europe
26/04/2021,26,4,2021,4302,44,Belgium,BE,BEL,11522440,Europe
25/04/2021,25,4,2021,1147,39,Belgium,BE,BEL,11522440,Europe
24/04/2021,24,4,2021,1911,36,Belgium,BE,BEL,11522440,Europe
23/04/2021,23,4,2021,3671,42,Belgium,BE,BEL,11522440,Europe
22/04/2021,22,4,2021,3836,43,Belgium,BE,BEL,11522440,Europe
21/04/2021,21,4,2021,4094,36,Belgium,BE,BEL,11522440,Europe
20/04/2021,20,4,2021,4496,36,Belgium,BE,BEL,11522440,Europe
19/04/2021,19,4,2021,5503,50,Belgium,BE,BEL,11522440,Europe
18/04/2021,18,4,2021,1326,34,Belgium,BE,BEL,11522440,Europe
17/04/2021,17,4,2021,2349,30,Belgium,BE,BEL,11522440,Europe
16/04/2021,16,4,2021,4061,45,Belgium,BE,BEL,11522440,Europe
15/04/2021,15,4,2021,3841,42,Belgium,BE,BEL,11522440,Europe
14/04/2021,14,4,2021,3936,39,Belgium,BE,BEL,11522440,Europe
13/04/2021,13,4,2021,4338,37,Belgium,BE,BEL,11522440,Europe
12/04/2021,12,4,2021,4782,43,Belgium,BE,BEL,11522440,Europe
11/04/2021,11,4,2021,1310,22,Belgium,BE,BEL,11522440,Europe
10/04/2021,10,4,2021,2384,46,Belgium,BE,BEL,11522440,Europe
09/04/2021,9,4,2021,4540,44,Belgium,BE,BEL,11522440,Europe
08/04/2021,8,4,2021,4504,43,Belgium,BE,BEL,11522440,Europe
07/04/2021,7,4,2021,4784,42,Belgium,BE,BEL,11522440,Europe
06/04/2021,6,4,2021,5303,46,Belgium,BE,BEL,11522440,Europe
05/04/2021,5,4,2021,1588,49,Belgium,BE,BEL,11522440,Europe
04/04/2021,4,4,2021,1533,36,Belgium,BE,BEL,11522440,Europe
03/04/2021,3,4,2021,2726,40,Belgium,BE,BEL,11522440,Europe
02/04/2021,2,4,2021,4947,46,Belgium,BE,BEL,11522440,Europe
01/04/2021,1,4,2021,4744,40,Belgium,BE,BEL,11522440,Europe
31/03/2021,31,3,2021,4772,31,Belgium,BE,BEL,11522440,Europe
30/03/2021,30,3,2021,5247,33,Belgium,BE,BEL,11522440,Europe
29/03/2021,29,3,2021,6220,31,Belgium,BE,BEL,11522440,Europe
28/03/2021,28,3,2021,1711,23,Belgium,BE,BEL,11522440,Europe
27/03/2021,27,3,2021,3090,28,Belgium,BE,BEL,11522440,Europe
26/03/2021,26,3,2021,5791,20,Belgium,BE,BEL,11522440,Europe
25/03/2021,25,3,2021,5668,34,Belgium,BE,BEL,11522440,Europe
24/03/2021,24,3,2021,5617,27,Belgium,BE,BEL,11522440,Europe
23/03/2021,23,3,2021,6066,24,Belgium,BE,BEL,11522440,Europe
22/03/2021,22,3,2021,6330,34,Belgium,BE,BEL,11522440,Europe
21/03/2021,21,3,2021,1594,24,Belgium,BE,BEL,11522440,Europe
20/03/2021,20,3,2021,2864,24,Belgium,BE,BEL,11522440,Europe
19/03/2021,19,3,2021,5232,31,Belgium,BE,BEL,11522440,Europe
18/03/2021,18,3,2021,5083,26,Belgium,BE,BEL,11522440,Europe
17/03/2021,17,3,2021,4873,25,Belgium,BE,BEL,11522440,Europe
16/03/2021,16,3,2021,4633,27,Belgium,BE,BEL,11522440,Europe
15/03/2021,15,3,2021,5309,25,Belgium,BE,BEL,11522440,Europe
14/03/2021,14,3,2021,1408,20,Belgium,BE,BEL,11522440,Europe
13/03/2021,13,3,2021,2195,24,Belgium,BE,BEL,11522440,Europe
12/03/2021,12,3,2021,3792,20,Belgium,BE,BEL,11522440,Europe
11/03/2021,11,3,2021,3539,26,Belgium,BE,BEL,11522440,Europe
10/03/2021,10,3,2021,3436,24,Belgium,BE,BEL,11522440,Europe
09/03/2021,9,3,2021,3436,23,Belgium,BE,BEL,11522440,Europe
08/03/2021,8,3,2021,3734,36,Belgium,BE,BEL,11522440,Europe
07/03/2021,7,3,2021,803,19,Belgium,BE,BEL,11522440,Europe
06/03/2021,6,3,2021,1534,25,Belgium,BE,BEL,11522440,Europe
05/03/2021,5,3,2021,2769,33,Belgium,BE,BEL,11522440,Europe
04/03/2021,4,3,2021,2730,16,Belgium,BE,BEL,11522440,Europe
03/03/2021,3,3,2021,2791,26,Belgium,BE,BEL,11522440,Europe
02/03/2021,2,3,2021,2796,25,Belgium,BE,BEL,11522440,Europe
01/03/2021,1,3,2021,777633,22282,Belgium,BE,BEL,11522440,Europe
29/07/2021,29,7,2021,216,2,Bulgaria,BG,BGR,6951482,Europe
28/07/2021,28,7,2021,200,4,Bulgaria,BG,BGR,6951482,Europe
27/07/2021,27,7,2021,193,5,Bulgaria,BG,BGR,6951482,Europe
26/07/2021,26,7,2021,57,1,Bulgaria,BG,BGR,6951482,Europe
25/07/2021,25,7,2021,54,0,Bulgaria,BG,BGR,6951482,Europe
24/07/2021,24,7,2021,135,4,Bulgaria,BG,BGR,6951482,Europe
23/07/2021,23,7,2021,121,2,Bulgaria,BG,BGR,6951482,Europe
22/07/2021,22,7,2021,96,3,Bulgaria,BG,BGR,6951482,Europe
21/07/2021,21,7,2021,145,7,Bulgaria,BG,BGR,6951482,Europe
20/07/2021,20,7,2021,113,3,Bulgaria,BG,BGR,6951482,Europe
19/07/2021,19,7,2021,35,5,Bulgaria,BG,BGR,6951482,Europe
18/07/2021,18,7,2021,57,0,Bulgaria,BG,BGR,6951482,Europe
17/07/2021,17,7,2021,76,6,Bulgaria,BG,BGR,6951482,Europe
16/07/2021,16,7,2021,94,5,Bulgaria,BG,BGR,6951482,Europe
15/07/2021,15,7,2021,84,4,Bulgaria,BG,BGR,6951482,Europe
14/07/2021,14,7,2021,74,10,Bulgaria,BG,BGR,6951482,Europe
13/07/2021,13,7,2021,83,4,Bulgaria,BG,BGR,6951482,Europe
12/07/2021,12,7,2021,16,0,Bulgaria,BG,BGR,6951482,Europe
11/07/2021,11,7,2021,32,2,Bulgaria,BG,BGR,6951482,Europe
10/07/2021,10,7,2021,61,4,Bulgaria,BG,BGR,6951482,Europe
09/07/2021,9,7,2021,55,5,Bulgaria,BG,BGR,6951482,Europe
08/07/2021,8,7,2021,60,2,Bulgaria,BG,BGR,6951482,Europe
07/07/2021,7,7,2021,87,2,Bulgaria,BG,BGR,6951482,Europe
06/07/2021,6,7,2021,98,41,Bulgaria,BG,BGR,6951482,Europe
05/07/2021,5,7,2021,19,0,Bulgaria,BG,BGR,6951482,Europe
04/07/2021,4,7,2021,51,1,Bulgaria,BG,BGR,6951482,Europe
03/07/2021,3,7,2021,81,16,Bulgaria,BG,BGR,6951482,Europe
02/07/2021,2,7,2021,73,6,Bulgaria,BG,BGR,6951482,Europe
01/07/2021,1,7,2021,78,12,Bulgaria,BG,BGR,6951482,Europe
30/06/2021,30,6,2021,105,9,Bulgaria,BG,BGR,6951482,Europe
29/06/2021,29,6,2021,115,13,Bulgaria,BG,BGR,6951482,Europe
28/06/2021,28,6,2021,16,0,Bulgaria,BG,BGR,6951482,Europe
27/06/2021,27,6,2021,28,1,Bulgaria,BG,BGR,6951482,Europe
26/06/2021,26,6,2021,86,4,Bulgaria,BG,BGR,6951482,Europe
25/06/2021,25,6,2021,62,9,Bulgaria,BG,BGR,6951482,Europe
24/06/2021,24,6,2021,93,5,Bulgaria,BG,BGR,6951482,Europe
23/06/2021,23,6,2021,94,8,Bulgaria,BG,BGR,6951482,Europe
22/06/2021,22,6,2021,120,10,Bulgaria,BG,BGR,6951482,Europe
21/06/2021,21,6,2021,27,1,Bulgaria,BG,BGR,6951482,Europe
20/06/2021,20,6,2021,41,2,Bulgaria,BG,BGR,6951482,Europe
19/06/2021,19,6,2021,105,7,Bulgaria,BG,BGR,6951482,Europe
18/06/2021,18,6,2021,110,23,Bulgaria,BG,BGR,6951482,Europe
17/06/2021,17,6,2021,95,25,Bulgaria,BG,BGR,6951482,Europe
16/06/2021,16,6,2021,161,17,Bulgaria,BG,BGR,6951482,Europe
15/06/2021,15,6,2021,157,15,Bulgaria,BG,BGR,6951482,Europe
14/06/2021,14,6,2021,42,2,Bulgaria,BG,BGR,6951482,Europe
13/06/2021,13,6,2021,81,5,Bulgaria,BG,BGR,6951482,Europe
12/06/2021,12,6,2021,123,6,Bulgaria,BG,BGR,6951482,Europe
11/06/2021,11,6,2021,100,15,Bulgaria,BG,BGR,6951482,Europe
10/06/2021,10,6,2021,131,12,Bulgaria,BG,BGR,6951482,Europe
09/06/2021,9,6,2021,178,6,Bulgaria,BG,BGR,6951482,Europe
08/06/2021,8,6,2021,208,34,Bulgaria,BG,BGR,6951482,Europe
07/06/2021,7,6,2021,47,7,Bulgaria,BG,BGR,6951482,Europe
06/06/2021,6,6,2021,89,3,Bulgaria,BG,BGR,6951482,Europe
05/06/2021,5,6,2021,157,18,Bulgaria,BG,BGR,6951482,Europe
04/06/2021,4,6,2021,170,45,Bulgaria,BG,BGR,6951482,Europe
03/06/2021,3,6,2021,197,21,Bulgaria,BG,BGR,6951482,Europe
02/06/2021,2,6,2021,236,26,Bulgaria,BG,BGR,6951482,Europe
01/06/2021,1,6,2021,303,38,Bulgaria,BG,BGR,6951482,Europe
31/05/2021,31,5,2021,53,5,Bulgaria,BG,BGR,6951482,Europe
30/05/2021,30,5,2021,115,5,Bulgaria,BG,BGR,6951482,Europe
